race_id,series,year,race_file,driver_key,race_laps,race_relative_pace,race_relative_time
F1_2020_1040_russian_grand_prix,F1,2020,1040_russian_grand_prix,154,51,0.40983898878238423,0.527000000000001
F1_2020_1040_russian_grand_prix,F1,2020,1040_russian_grand_prix,20,51,0.393463101490342,0.4759999999999991
F1_2020_1040_russian_grand_prix,F1,2020,1040_russian_grand_prix,8,51,0.3816603035729303,0.5375000000000085
F1_2020_1040_russian_grand_prix,F1,2020,1040_russian_grand_prix,815,52,-0.6022049702332728,-0.9807500000000005
F1_2020_1040_russian_grand_prix,F1,2020,1040_russian_grand_prix,817,51,-0.5808760512895331,-0.6940000000000026
F1_2020_1040_russian_grand_prix,F1,2020,1040_russian_grand_prix,822,52,-1.0036705525266054,-1.573999999999998
F1_2020_1040_russian_grand_prix,F1,2020,1040_russian_grand_prix,825,51,0.3185377973798162,0.4555000000000007
F1_2020_1040_russian_grand_prix,F1,2020,1040_russian_grand_prix,826,52,-0.1418233158753896,-0.16899999999999693
F1_2020_1040_russian_grand_prix,F1,2020,1040_russian_grand_prix,830,52,-0.9680427685970998,-1.4620000000000033
F1_2020_1040_russian_grand_prix,F1,2020,1040_russian_grand_prix,839,52,-0.08274550190431798,-0.10725000000000051
F1_2020_1040_russian_grand_prix,F1,2020,1040_russian_grand_prix,841,51,0.37481936891312495,0.5750000000000028
F1_2020_1040_russian_grand_prix,F1,2020,1040_russian_grand_prix,842,52,-0.183470138068915,-0.2464999999999975
F1_2020_1040_russian_grand_prix,F1,2020,1040_russian_grand_prix,844,52,-0.2411312383665429,-0.41749999999998977
F1_2020_1040_russian_grand_prix,F1,2020,1040_russian_grand_prix,846,51,0.4204243505322189,0.5120000000000005
F1_2020_1040_russian_grand_prix,F1,2020,1040_russian_grand_prix,847,50,0.7514663142657949,0.9607499999999973
F1_2020_1040_russian_grand_prix,F1,2020,1040_russian_grand_prix,848,52,0.05360221755640637,0.1039999999999992
F1_2020_1040_russian_grand_prix,F1,2020,1040_russian_grand_prix,849,51,0.8812017371500871,1.1324999999999932
F1_2020_1041_eifel_grand_prix,F1,2020,1041_eifel_grand_prix,1,57,-1.5465106395183288,-2.2169999999999987
F1_2020_1041_eifel_grand_prix,F1,2020,1041_eifel_grand_prix,154,60,0.5108205699978614,0.606749999999991
F1_2020_1041_eifel_grand_prix,F1,2020,1041_eifel_grand_prix,20,58,0.08061062606439662,0.09350000000000591
F1_2020_1041_eifel_grand_prix,F1,2020,1041_eifel_grand_prix,8,60,0.4751664236290888,0.6370000000000005
F1_2020_1041_eifel_grand_prix,F1,2020,1041_eifel_grand_prix,807,59,0.3234681964692146,0.38049999999999784
F1_2020_1041_eifel_grand_prix,F1,2020,1041_eifel_grand_prix,815,60,-0.35377374711809867,-0.6034999999999968
F1_2020_1041_eifel_grand_prix,F1,2020,1041_eifel_grand_prix,817,59,-0.5203412546656155,-0.6090000000000089
